id,name,score1,score2
2343,Student_2343,95,86
2344,Student_2344,91,96
2345,Student_2345,59,91
2346,Student_2346,59,79
2347,Student_2347,96,78
2348,Student_2348,100,69
2349,Student_2349,93,81
2350,Student_2350,78,51
2351,Student_2351,95,93
2352,Student_2352,60,98
2353,Student_2353,96,74
2354,Student_2354,87,67
2355,Student_2355,50,68
2356,Student_2356,58,83
2357,Student_2357,97,55
2358,Student_2358,69,82
2359,Student_2359,55,76
2360,Student_2360,66,96
2361,Student_2361,73,82
2362,Student_2362,95,84
2363,Student_2363,56,84
2364,Student_2364,65,74
2365,Student_2365,51,80
2366,Student_2366,84,73
2367,Student_2367,64,71
2368,Student_2368,56,63
2369,Student_2369,64,99
2370,Student_2370,90,91
2371,Student_2371,95,72
2372,Student_2372,58,96
2373,Student_2373,50,73
2374,Student_2374,94,97
2375,Student_2375,82,61
2376,Student_2376,59,73
2377,Student_2377,99,100
2378,Student_2378,75,78
2379,Student_2379,87,88
2380,Student_2380,100,61
2381,Student_2381,77,67
2382,Student_2382,73,51
2383,Student_2383,95,65
2384,Student_2384,84,63
2385,Student_2385,65,96
2386,Student_2386,69,54
2387,Student_2387,82,80
2388,Student_2388,64,79
2389,Student_2389,90,73
2390,Student_2390,91,93
2391,Student_2391,62,69
2392,Student_2392,89,52
2393,Student_2393,55,54
2394,Student_2394,65,87
2395,Student_2395,59,50
2396,Student_2396,90,77
2397,Student_2397,54,51
2398,Student_2398,57,81
2399,Student_2399,70,69
2400,Student_2400,53,76
2401,Student_2401,72,82
2402,Student_2402,73,59
2403,Student_2403,50,55
2404,Student_2404,50,55
2405,Student_2405,85,50
2406,Student_2406,63,81
2407,Student_2407,52,91
2408,Student_2408,68,52
2409,Student_2409,65,96
2410,Student_2410,83,96
2411,Student_2411,80,87
2412,Student_2412,85,72
2413,Student_2413,58,64
2414,Student_2414,62,85
2415,Student_2415,51,61
2416,Student_2416,71,100
2417,Student_2417,78,80
2418,Student_2418,95,60
2419,Student_2419,78,53
2420,Student_2420,99,77
2421,Student_2421,61,54
2422,Student_2422,65,55
2423,Student_2423,100,65
2424,Student_2424,57,98
2425,Student_2425,56,72
2426,Student_2426,82,87
2427,Student_2427,66,54
2428,Student_2428,55,60
2429,Student_2429,63,73
2430,Student_2430,64,57
2431,Student_2431,86,81
2432,Student_2432,72,54
2433,Student_2433,55,53
2434,Student_2434,50,68
2435,Student_2435,90,78
2436,Student_2436,99,95
2437,Student_2437,80,93
2438,Student_2438,63,64
2439,Student_2439,99,83
2440,Student_2440,84,59
2441,Student_2441,67,64
2442,Student_2442,71,77
2443,Student_2443,85,76
2444,Student_2444,61,81
2445,Student_2445,99,57
2446,Student_2446,75,53
2447,Student_2447,63,53
2448,Student_2448,99,91
2449,Student_2449,72,80
2450,Student_2450,91,51
2451,Student_2451,81,63
2452,Student_2452,65,63
2453,Student_2453,98,100
2454,Student_2454,94,84
2455,Student_2455,93,81
2456,Student_2456,72,63
2457,Student_2457,85,89
2458,Student_2458,85,54
2459,Student_2459,83,93
2460,Student_2460,67,55
2461,Student_2461,75,65
2462,Student_2462,62,80
2463,Student_2463,90,86
2464,Student_2464,88,81
2465,Student_2465,68,52
2466,Student_2466,95,73
2467,Student_2467,58,59
2468,Student_2468,88,90
2469,Student_2469,83,96
2470,Student_2470,52,73
2471,Student_2471,87,52
2472,Student_2472,82,50
2473,Student_2473,54,94
2474,Student_2474,99,72
2475,Student_2475,65,61
2476,Student_2476,75,55
2477,Student_2477,100,78
2478,Student_2478,51,77
2479,Student_2479,50,86
2480,Student_2480,93,71
2481,Student_2481,60,70
2482,Student_2482,74,98
2483,Student_2483,77,82
2484,Student_2484,78,70
2485,Student_2485,88,50
2486,Student_2486,84,66
2487,Student_2487,52,58
2488,Student_2488,56,86
2489,Student_2489,66,73
2490,Student_2490,73,82
2491,Student_2491,85,66
2492,Student_2492,91,95
2493,Student_2493,58,59
2494,Student_2494,89,72
2495,Student_2495,55,70
2496,Student_2496,56,75
2497,Student_2497,85,89
2498,Student_2498,100,89
2499,Student_2499,61,64
2500,Student_2500,89,50
2501,Student_2501,50,57
2502,Student_2502,78,78
2503,Student_2503,57,96
2504,Student_2504,61,90
2505,Student_2505,51,58
2506,Student_2506,78,63
2507,Student_2507,86,71
2508,Student_2508,92,61
2509,Student_2509,96,70
2510,Student_2510,57,66
2511,Student_2511,63,61
2512,Student_2512,84,87
2513,Student_2513,70,80
2514,Student_2514,55,98
2515,Student_2515,88,95
2516,Student_2516,58,76
2517,Student_2517,57,52
2518,Student_2518,62,91
2519,Student_2519,51,72
2520,Student_2520,91,71
2521,Student_2521,100,57
2522,Student_2522,84,89
2523,Student_2523,52,60
2524,Student_2524,90,58
2525,Student_2525,85,99
2526,Student_2526,52,52
2527,Student_2527,78,76
2528,Student_2528,81,96
2529,Student_2529,73,87
2530,Student_2530,53,90
2531,Student_2531,64,64
2532,Student_2532,50,90
2533,Student_2533,51,77
2534,Student_2534,90,57
2535,Student_2535,79,77
2536,Student_2536,66,83
2537,Student_2537,51,74
2538,Student_2538,61,94
2539,Student_2539,60,72
2540,Student_2540,66,54
2541,Student_2541,93,72
2542,Student_2542,95,67
2543,Student_2543,77,61
2544,Student_2544,70,72
2545,Student_2545,90,78
2546,Student_2546,58,74
2547,Student_2547,71,96
2548,Student_2548,50,57
2549,Student_2549,88,87
2550,Student_2550,61,57
2551,Student_2551,50,74
2552,Student_2552,73,96
2553,Student_2553,52,70
2554,Student_2554,75,77
2555,Student_2555,53,55
2556,Student_2556,83,74
2557,Student_2557,74,96
2558,Student_2558,68,62
2559,Student_2559,57,62
2560,Student_2560,79,53
2561,Student_2561,70,52
2562,Student_2562,70,58
2563,Student_2563,52,86
2564,Student_2564,92,60
2565,Student_2565,65,55
2566,Student_2566,93,81
2567,Student_2567,60,72
2568,Student_2568,80,78
2569,Student_2569,84,77
2570,Student_2570,99,50
2571,Student_2571,76,81
2572,Student_2572,68,56
2573,Student_2573,84,60
2574,Student_2574,94,52
2575,Student_2575,56,98
2576,Student_2576,94,75
2577,Student_2577,61,66
2578,Student_2578,51,57
2579,Student_2579,88,56
2580,Student_2580,91,95
2581,Student_2581,64,98
2582,Student_2582,66,88
2583,Student_2583,87,65
2584,Student_2584,90,88
2585,Student_2585,87,71
2586,Student_2586,79,98
2587,Student_2587,74,97
2588,Student_2588,70,96
2589,Student_2589,90,88
2590,Student_2590,94,98
2591,Student_2591,76,96
2592,Student_2592,94,96
2593,Student_2593,81,56
2594,Student_2594,93,66
2595,Student_2595,51,61
2596,Student_2596,66,60
2597,Student_2597,57,94
2598,Student_2598,78,53
2599,Student_2599,72,52
2600,Student_2600,50,65
2601,Student_2601,75,100
2602,Student_2602,58,93
2603,Student_2603,62,64
2604,Student_2604,51,68
2605,Student_2605,59,77
2606,Student_2606,98,99
2607,Student_2607,71,66
2608,Student_2608,63,95
2609,Student_2609,81,98
2610,Student_2610,100,79
2611,Student_2611,80,85
2612,Student_2612,58,53
2613,Student_2613,50,59
2614,Student_2614,68,99
2615,Student_2615,84,76
2616,Student_2616,76,76
2617,Student_2617,64,78
2618,Student_2618,82,83
2619,Student_2619,62,58
2620,Student_2620,50,60
2621,Student_2621,89,77
2622,Student_2622,91,81
2623,Student_2623,57,60
2624,Student_2624,90,65
2625,Student_2625,90,85
2626,Student_2626,57,80
2627,Student_2627,59,98
2628,Student_2628,52,92
2629,Student_2629,88,92
2630,Student_2630,99,94
2631,Student_2631,87,71
2632,Student_2632,69,52
2633,Student_2633,100,97
2634,Student_2634,55,52
2635,Student_2635,90,99
2636,Student_2636,74,89
2637,Student_2637,94,79
2638,Student_2638,73,63
2639,Student_2639,73,74
2640,Student_2640,97,84
2641,Student_2641,98,98
2642,Student_2642,80,62
2643,Student_2643,51,55
2644,Student_2644,93,82
2645,Student_2645,50,54
2646,Student_2646,78,84
2647,Student_2647,81,83
2648,Student_2648,73,75
2649,Student_2649,73,100
2650,Student_2650,87,73
2651,Student_2651,67,67
2652,Student_2652,79,87
2653,Student_2653,95,96
2654,Student_2654,90,60
2655,Student_2655,55,70
2656,Student_2656,94,70
2657,Student_2657,93,83
2658,Student_2658,88,56
2659,Student_2659,70,88
2660,Student_2660,87,83
2661,Student_2661,66,70
2662,Student_2662,80,56
2663,Student_2663,100,50
2664,Student_2664,67,92
2665,Student_2665,80,54
2666,Student_2666,62,82
2667,Student_2667,68,58
2668,Student_2668,64,99
2669,Student_2669,85,84
2670,Student_2670,70,71
2671,Student_2671,55,72
2672,Student_2672,51,87
2673,Student_2673,58,94
2674,Student_2674,80,83
2675,Student_2675,53,79
2676,Student_2676,97,63
2677,Student_2677,93,73
2678,Student_2678,64,57
2679,Student_2679,86,52
2680,Student_2680,53,67
2681,Student_2681,72,88
2682,Student_2682,86,58
2683,Student_2683,92,91
2684,Student_2684,63,95
2685,Student_2685,55,72
2686,Student_2686,80,66
2687,Student_2687,64,60
2688,Student_2688,84,67
2689,Student_2689,68,80
2690,Student_2690,63,55
2691,Student_2691,96,94
2692,Student_2692,77,85
2693,Student_2693,87,96
2694,Student_2694,69,89
2695,Student_2695,93,67
2696,Student_2696,67,81
2697,Student_2697,63,74
2698,Student_2698,87,52
2699,Student_2699,91,96
2700,Student_2700,100,77
2701,Student_2701,76,68
2702,Student_2702,77,50
2703,Student_2703,83,75
2704,Student_2704,98,60
2705,Student_2705,57,64
2706,Student_2706,51,69
2707,Student_2707,89,53
2708,Student_2708,58,85
2709,Student_2709,55,90
2710,Student_2710,93,94
2711,Student_2711,75,79
2712,Student_2712,94,71
2713,Student_2713,55,79
2714,Student_2714,73,64
2715,Student_2715,70,55
2716,Student_2716,59,62
2717,Student_2717,99,71
2718,Student_2718,99,90
2719,Student_2719,70,91
2720,Student_2720,83,66
2721,Student_2721,59,70
2722,Student_2722,76,52
2723,Student_2723,60,54
2724,Student_2724,63,77
2725,Student_2725,90,76
2726,Student_2726,61,55
2727,Student_2727,71,58
2728,Student_2728,76,76
2729,Student_2729,54,54
2730,Student_2730,71,65
2731,Student_2731,58,74
2732,Student_2732,77,56
2733,Student_2733,79,86
2734,Student_2734,69,78
2735,Student_2735,55,96
2736,Student_2736,75,92
2737,Student_2737,52,95
2738,Student_2738,81,81
2739,Student_2739,66,58
2740,Student_2740,92,100
2741,Student_2741,87,75
2742,Student_2742,51,86
2743,Student_2743,51,51
2744,Student_2744,83,58
2745,Student_2745,71,62
2746,Student_2746,81,63
2747,Student_2747,51,56
2748,Student_2748,64,71
2749,Student_2749,90,71
2750,Student_2750,50,99
2751,Student_2751,79,90
2752,Student_2752,78,77
2753,Student_2753,52,76
2754,Student_2754,94,60
2755,Student_2755,83,66
2756,Student_2756,70,73
2757,Student_2757,94,79
2758,Student_2758,67,92
2759,Student_2759,73,58
2760,Student_2760,63,74
2761,Student_2761,93,68
2762,Student_2762,75,98
2763,Student_2763,52,72
2764,Student_2764,65,97
2765,Student_2765,82,92
2766,Student_2766,69,75
2767,Student_2767,91,91
2768,Student_2768,95,54
2769,Student_2769,50,84
2770,Student_2770,59,51
2771,Student_2771,62,64
2772,Student_2772,67,84
2773,Student_2773,73,66
2774,Student_2774,83,73
2775,Student_2775,65,95
2776,Student_2776,69,66
2777,Student_2777,81,81
2778,Student_2778,75,64
2779,Student_2779,55,53
2780,Student_2780,72,52
2781,Student_2781,84,73
2782,Student_2782,90,74
2783,Student_2783,83,82
2784,Student_2784,63,77
2785,Student_2785,85,74
2786,Student_2786,74,67
2787,Student_2787,91,53
2788,Student_2788,60,81
2789,Student_2789,83,72
2790,Student_2790,55,80
2791,Student_2791,86,98
2792,Student_2792,77,64
2793,Student_2793,65,98
2794,Student_2794,83,87
2795,Student_2795,100,55
2796,Student_2796,65,81
2797,Student_2797,56,73
2798,Student_2798,89,62
2799,Student_2799,57,78
2800,Student_2800,56,52
2801,Student_2801,87,63
2802,Student_2802,51,74
2803,Student_2803,77,64
2804,Student_2804,91,76
2805,Student_2805,76,73
2806,Student_2806,79,77
2807,Student_2807,64,58
2808,Student_2808,93,59
2809,Student_2809,92,51
2810,Student_2810,88,52
2811,Student_2811,91,98
2812,Student_2812,89,58
2813,Student_2813,96,53
2814,Student_2814,67,90
2815,Student_2815,89,86
2816,Student_2816,68,77
2817,Student_2817,97,88
2818,Student_2818,87,67
2819,Student_2819,57,77
2820,Student_2820,72,65
2821,Student_2821,82,93
2822,Student_2822,65,95
2823,Student_2823,52,61
2824,Student_2824,73,79
2825,Student_2825,81,59
2826,Student_2826,75,86
2827,Student_2827,68,98
2828,Student_2828,72,71
2829,Student_2829,71,81
2830,Student_2830,55,83
2831,Student_2831,80,97
2832,Student_2832,75,97
2833,Student_2833,73,92
2834,Student_2834,88,64
2835,Student_2835,86,85
2836,Student_2836,66,67
2837,Student_2837,52,70
2838,Student_2838,82,67
2839,Student_2839,61,75
2840,Student_2840,100,67
2841,Student_2841,91,66
2842,Student_2842,92,96
2843,Student_2843,78,68
2844,Student_2844,92,94
2845,Student_2845,57,65
2846,Student_2846,96,56
2847,Student_2847,69,67
2848,Student_2848,61,92
2849,Student_2849,83,64
2850,Student_2850,92,100
2851,Student_2851,52,77
2852,Student_2852,59,87
2853,Student_2853,83,65
2854,Student_2854,61,91
2855,Student_2855,99,77
2856,Student_2856,80,69
2857,Student_2857,82,53
2858,Student_2858,84,64
2859,Student_2859,62,84
2860,Student_2860,72,79
2861,Student_2861,99,74
2862,Student_2862,93,83
2863,Student_2863,87,100
2864,Student_2864,93,98
2865,Student_2865,87,83
2866,Student_2866,81,74
2867,Student_2867,70,63
2868,Student_2868,93,96
2869,Student_2869,71,56
2870,Student_2870,50,95
2871,Student_2871,77,71
2872,Student_2872,88,93
2873,Student_2873,63,70
2874,Student_2874,89,100
2875,Student_2875,100,89
2876,Student_2876,68,88
2877,Student_2877,64,67
2878,Student_2878,84,95
2879,Student_2879,55,75
2880,Student_2880,58,91
2881,Student_2881,81,83
2882,Student_2882,96,91
2883,Student_2883,92,62
2884,Student_2884,62,58
2885,Student_2885,72,79
2886,Student_2886,54,69
2887,Student_2887,85,99
2888,Student_2888,74,88
2889,Student_2889,87,92
2890,Student_2890,75,82
2891,Student_2891,65,91
2892,Student_2892,74,85
2893,Student_2893,62,76
2894,Student_2894,58,50
2895,Student_2895,90,96
2896,Student_2896,86,68
2897,Student_2897,51,77
2898,Student_2898,59,64
2899,Student_2899,99,56
2900,Student_2900,67,62
2901,Student_2901,52,69
2902,Student_2902,91,72
2903,Student_2903,63,75
2904,Student_2904,87,53
2905,Student_2905,66,90
2906,Student_2906,51,82
2907,Student_2907,74,80
2908,Student_2908,91,74
2909,Student_2909,86,75
2910,Student_2910,90,86
2911,Student_2911,97,82
2912,Student_2912,59,84
2913,Student_2913,78,82
2914,Student_2914,98,99
2915,Student_2915,86,90
2916,Student_2916,79,94
2917,Student_2917,100,94
2918,Student_2918,54,86
2919,Student_2919,95,64
2920,Student_2920,59,93
2921,Student_2921,68,88
2922,Student_2922,56,70
2923,Student_2923,95,66
2924,Student_2924,89,56
2925,Student_2925,76,77
2926,Student_2926,63,62
2927,Student_2927,99,90
2928,Student_2928,68,94
2929,Student_2929,69,89
2930,Student_2930,89,90
2931,Student_2931,83,87
2932,Student_2932,52,96
2933,Student_2933,94,80
2934,Student_2934,50,50
2935,Student_2935,64,58
2936,Student_2936,71,63
2937,Student_2937,79,68
2938,Student_2938,82,81
2939,Student_2939,100,51
2940,Student_2940,88,89
2941,Student_2941,83,84
2942,Student_2942,83,94
2943,Student_2943,83,95
2944,Student_2944,76,51
2945,Student_2945,95,69
2946,Student_2946,77,97
2947,Student_2947,85,97
2948,Student_2948,95,79
2949,Student_2949,73,60
2950,Student_2950,51,68
2951,Student_2951,70,66
2952,Student_2952,51,56
2953,Student_2953,63,89
2954,Student_2954,76,60
2955,Student_2955,79,82
2956,Student_2956,50,99
2957,Student_2957,85,97
2958,Student_2958,76,63
2959,Student_2959,96,82
2960,Student_2960,90,91
2961,Student_2961,97,82
2962,Student_2962,60,68
2963,Student_2963,67,61
2964,Student_2964,61,55
2965,Student_2965,51,78
2966,Student_2966,80,53
2967,Student_2967,79,59
2968,Student_2968,92,80
2969,Student_2969,100,75
2970,Student_2970,55,86
2971,Student_2971,72,51
2972,Student_2972,61,62
2973,Student_2973,69,74
2974,Student_2974,99,78
2975,Student_2975,96,97
2976,Student_2976,71,100
2977,Student_2977,85,89
2978,Student_2978,95,57
2979,Student_2979,62,59
2980,Student_2980,92,98
2981,Student_2981,65,52
2982,Student_2982,77,72
2983,Student_2983,60,88
2984,Student_2984,82,86
2985,Student_2985,89,76
2986,Student_2986,83,50
2987,Student_2987,71,99
2988,Student_2988,72,78
2989,Student_2989,82,55
2990,Student_2990,99,55
2991,Student_2991,95,56
2992,Student_2992,95,64
2993,Student_2993,60,83
2994,Student_2994,63,91
2995,Student_2995,58,97
2996,Student_2996,56,78
2997,Student_2997,81,66
2998,Student_2998,50,56
2999,Student_2999,72,88
3000,Student_3000,53,54
3001,Student_3001,92,67
3002,Student_3002,56,100
3003,Student_3003,90,79
3004,Student_3004,69,59
3005,Student_3005,97,84
3006,Student_3006,84,53
3007,Student_3007,92,67
3008,Student_3008,76,59
3009,Student_3009,95,62
3010,Student_3010,82,76
3011,Student_3011,94,72
3012,Student_3012,94,72
3013,Student_3013,85,92
3014,Student_3014,81,97
3015,Student_3015,78,98
3016,Student_3016,63,64
3017,Student_3017,57,93
3018,Student_3018,94,56
3019,Student_3019,87,72
3020,Student_3020,79,53
3021,Student_3021,65,63
3022,Student_3022,71,71
3023,Student_3023,53,96
3024,Student_3024,62,84
3025,Student_3025,90,91
3026,Student_3026,96,64
3027,Student_3027,74,94
3028,Student_3028,72,75
3029,Student_3029,77,55
3030,Student_3030,65,99
3031,Student_3031,74,61
3032,Student_3032,70,55
3033,Student_3033,67,99
3034,Student_3034,84,74
3035,Student_3035,67,99
3036,Student_3036,97,85
3037,Student_3037,75,79
3038,Student_3038,79,96
3039,Student_3039,96,76
3040,Student_3040,81,63
3041,Student_3041,83,69
3042,Student_3042,99,95
3043,Student_3043,74,72
3044,Student_3044,78,65
3045,Student_3045,56,70
3046,Student_3046,79,67
3047,Student_3047,76,59
3048,Student_3048,53,88
3049,Student_3049,62,52
3050,Student_3050,59,93
3051,Student_3051,65,76
3052,Student_3052,94,50
3053,Student_3053,89,60
3054,Student_3054,59,80
3055,Student_3055,57,67
3056,Student_3056,58,64
3057,Student_3057,56,69
3058,Student_3058,59,95
3059,Student_3059,53,91
3060,Student_3060,55,83
3061,Student_3061,86,56
3062,Student_3062,73,60
3063,Student_3063,100,83
3064,Student_3064,64,70
3065,Student_3065,70,71
3066,Student_3066,59,96
3067,Student_3067,96,98
3068,Student_3068,78,96
3069,Student_3069,93,99
3070,Student_3070,92,65
3071,Student_3071,82,92
3072,Student_3072,81,50
3073,Student_3073,60,54
3074,Student_3074,53,67
3075,Student_3075,70,51
3076,Student_3076,97,66
3077,Student_3077,70,76
3078,Student_3078,66,88
3079,Student_3079,69,75
3080,Student_3080,83,55
3081,Student_3081,97,94
3082,Student_3082,94,85
3083,Student_3083,81,79
3084,Student_3084,68,92
3085,Student_3085,50,51
3086,Student_3086,88,93
3087,Student_3087,57,77
3088,Student_3088,90,87
3089,Student_3089,83,95
3090,Student_3090,52,82
3091,Student_3091,95,60
3092,Student_3092,61,99
3093,Student_3093,90,81
3094,Student_3094,81,84
3095,Student_3095,95,79
3096,Student_3096,66,65
3097,Student_3097,62,56
3098,Student_3098,77,62
3099,Student_3099,79,93
3100,Student_3100,69,69
3101,Student_3101,64,95
3102,Student_3102,67,74
3103,Student_3103,81,50
3104,Student_3104,64,50
3105,Student_3105,90,85
3106,Student_3106,90,88
3107,Student_3107,73,85
3108,Student_3108,79,94
3109,Student_3109,59,85
3110,Student_3110,61,77
3111,Student_3111,67,82
3112,Student_3112,93,98
3113,Student_3113,81,80
3114,Student_3114,95,79
3115,Student_3115,80,65
3116,Student_3116,75,53
3117,Student_3117,89,91
3118,Student_3118,53,61
3119,Student_3119,73,72
3120,Student_3120,59,65
3121,Student_3121,68,80
3122,Student_3122,86,64
3123,Student_3123,75,58
3124,Student_3124,61,62
3125,Student_3125,54,75
3126,Student_3126,70,67
3127,Student_3127,51,59
3128,Student_3128,69,100
3129,Student_3129,72,93
3130,Student_3130,86,76
3131,Student_3131,100,60
3132,Student_3132,63,64
3133,Student_3133,83,51
3134,Student_3134,66,78
3135,Student_3135,56,58
3136,Student_3136,58,82
3137,Student_3137,84,97
3138,Student_3138,53,61
3139,Student_3139,83,77
3140,Student_3140,83,53
3141,Student_3141,62,70
3142,Student_3142,66,71
3143,Student_3143,58,91
3144,Student_3144,64,51
3145,Student_3145,61,67
3146,Student_3146,74,79
3147,Student_3147,50,55
3148,Student_3148,94,100
3149,Student_3149,83,75
3150,Student_3150,52,76
3151,Student_3151,89,60
3152,Student_3152,61,63
3153,Student_3153,86,94
3154,Student_3154,56,55
3155,Student_3155,74,100
3156,Student_3156,66,92
3157,Student_3157,54,71
3158,Student_3158,91,66
3159,Student_3159,77,84
3160,Student_3160,84,92
3161,Student_3161,73,67
3162,Student_3162,85,67
3163,Student_3163,51,81
3164,Student_3164,60,62
3165,Student_3165,90,94
3166,Student_3166,88,79
3167,Student_3167,84,62
3168,Student_3168,100,79
3169,Student_3169,93,58
3170,Student_3170,75,78
3171,Student_3171,58,82
3172,Student_3172,53,73
3173,Student_3173,56,52
3174,Student_3174,95,83
3175,Student_3175,83,55
3176,Student_3176,62,91
3177,Student_3177,51,78
3178,Student_3178,93,75
3179,Student_3179,70,70
3180,Student_3180,65,55
3181,Student_3181,52,60
3182,Student_3182,66,85
3183,Student_3183,78,52
3184,Student_3184,88,59
3185,Student_3185,59,66
3186,Student_3186,84,93
3187,Student_3187,87,72
3188,Student_3188,62,93
3189,Student_3189,75,67
3190,Student_3190,60,73
3191,Student_3191,71,79
3192,Student_3192,76,82
3193,Student_3193,61,96
3194,Student_3194,52,89
3195,Student_3195,67,98
3196,Student_3196,50,66
3197,Student_3197,100,69
3198,Student_3198,75,81
3199,Student_3199,63,88
3200,Student_3200,64,62
3201,Student_3201,51,99
3202,Student_3202,56,72
3203,Student_3203,60,88
3204,Student_3204,55,70
3205,Student_3205,56,94
3206,Student_3206,83,53
3207,Student_3207,100,52
3208,Student_3208,95,97
3209,Student_3209,97,94
3210,Student_3210,57,67
3211,Student_3211,70,82
3212,Student_3212,65,98
3213,Student_3213,79,80
3214,Student_3214,50,95
3215,Student_3215,60,52
3216,Student_3216,56,73
3217,Student_3217,95,58
3218,Student_3218,59,68
3219,Student_3219,72,98
3220,Student_3220,86,58
3221,Student_3221,84,93
3222,Student_3222,74,96
3223,Student_3223,80,99
3224,Student_3224,98,98
3225,Student_3225,60,95
3226,Student_3226,59,79
3227,Student_3227,80,78
3228,Student_3228,51,91
3229,Student_3229,67,78
3230,Student_3230,92,60
3231,Student_3231,59,53
3232,Student_3232,66,63
3233,Student_3233,90,100
3234,Student_3234,81,96
3235,Student_3235,68,94
3236,Student_3236,100,81
3237,Student_3237,79,67
3238,Student_3238,89,62
3239,Student_3239,82,94
3240,Student_3240,80,80
3241,Student_3241,67,54
3242,Student_3242,55,57
3243,Student_3243,90,95
3244,Student_3244,85,98
3245,Student_3245,97,62
3246,Student_3246,83,57
3247,Student_3247,64,92
3248,Student_3248,99,100
3249,Student_3249,63,100
3250,Student_3250,99,54
3251,Student_3251,52,61
3252,Student_3252,91,68
3253,Student_3253,54,79
3254,Student_3254,61,77
3255,Student_3255,96,89
3256,Student_3256,81,90
3257,Student_3257,72,53
3258,Student_3258,86,88
3259,Student_3259,67,86
3260,Student_3260,58,71
3261,Student_3261,59,88
3262,Student_3262,81,77
3263,Student_3263,83,96
3264,Student_3264,58,55
3265,Student_3265,83,85
3266,Student_3266,56,95
3267,Student_3267,82,77
3268,Student_3268,74,83
3269,Student_3269,60,81
3270,Student_3270,92,89
3271,Student_3271,68,100
3272,Student_3272,50,93
3273,Student_3273,60,78
3274,Student_3274,98,69
3275,Student_3275,76,76
3276,Student_3276,66,85
3277,Student_3277,79,63
3278,Student_3278,63,82
3279,Student_3279,80,55
3280,Student_3280,79,86
3281,Student_3281,83,65
3282,Student_3282,84,81
3283,Student_3283,87,99
3284,Student_3284,98,85
3285,Student_3285,66,97
3286,Student_3286,97,70
3287,Student_3287,82,96
3288,Student_3288,85,88
3289,Student_3289,98,83
3290,Student_3290,79,64
3291,Student_3291,70,91
3292,Student_3292,60,55
3293,Student_3293,88,64
3294,Student_3294,77,100
3295,Student_3295,92,75
3296,Student_3296,65,84
3297,Student_3297,96,98
3298,Student_3298,86,51
3299,Student_3299,83,87
3300,Student_3300,83,94
3301,Student_3301,97,54
3302,Student_3302,68,97
3303,Student_3303,90,98
3304,Student_3304,84,65
3305,Student_3305,59,63
3306,Student_3306,99,98
3307,Student_3307,81,90
3308,Student_3308,82,70
3309,Student_3309,92,91
3310,Student_3310,92,92
3311,Student_3311,87,63
3312,Student_3312,58,74
3313,Student_3313,56,50
3314,Student_3314,67,92
3315,Student_3315,76,69
3316,Student_3316,91,84
3317,Student_3317,98,53
3318,Student_3318,74,58
3319,Student_3319,87,78
3320,Student_3320,90,74
3321,Student_3321,98,76
3322,Student_3322,67,85
3323,Student_3323,70,75
3324,Student_3324,61,56
3325,Student_3325,87,78
3326,Student_3326,58,60
3327,Student_3327,87,90
3328,Student_3328,78,91
3329,Student_3329,77,57
3330,Student_3330,88,83
3331,Student_3331,95,74
3332,Student_3332,93,58
3333,Student_3333,96,81
3334,Student_3334,84,74
3335,Student_3335,66,69
3336,Student_3336,77,94
3337,Student_3337,84,98
3338,Student_3338,83,85
3339,Student_3339,97,66
3340,Student_3340,63,88
3341,Student_3341,70,57
3342,Student_3342,89,76
3343,Student_3343,87,94
3344,Student_3344,79,78
3345,Student_3345,85,79
3346,Student_3346,81,62
3347,Student_3347,71,94
3348,Student_3348,73,67
3349,Student_3349,52,68
3350,Student_3350,70,60
3351,Student_3351,80,55
3352,Student_3352,58,94
3353,Student_3353,56,51
3354,Student_3354,82,74
3355,Student_3355,92,58
3356,Student_3356,82,63
3357,Student_3357,57,54
3358,Student_3358,60,95
3359,Student_3359,69,54
3360,Student_3360,54,82
3361,Student_3361,55,82
3362,Student_3362,68,87
3363,Student_3363,90,72
3364,Student_3364,60,57
3365,Student_3365,77,54
3366,Student_3366,72,76
3367,Student_3367,65,95
3368,Student_3368,54,76
3369,Student_3369,90,68
3370,Student_3370,90,94
3371,Student_3371,75,88
3372,Student_3372,90,73
3373,Student_3373,63,99
3374,Student_3374,56,52
3375,Student_3375,69,84
3376,Student_3376,59,98
3377,Student_3377,70,93
3378,Student_3378,78,68
3379,Student_3379,78,91
3380,Student_3380,79,73
3381,Student_3381,63,88
3382,Student_3382,86,68
3383,Student_3383,51,57
3384,Student_3384,85,79
3385,Student_3385,76,60
3386,Student_3386,98,66
3387,Student_3387,50,70
3388,Student_3388,78,93
3389,Student_3389,69,81
3390,Student_3390,84,85
3391,Student_3391,89,71
3392,Student_3392,92,54
3393,Student_3393,88,94
3394,Student_3394,100,53
3395,Student_3395,61,77
3396,Student_3396,77,88
3397,Student_3397,58,55
3398,Student_3398,89,59
3399,Student_3399,94,72
3400,Student_3400,70,55
3401,Student_3401,80,91
3402,Student_3402,66,66
3403,Student_3403,77,99
3404,Student_3404,54,95
3405,Student_3405,53,66
3406,Student_3406,95,82
3407,Student_3407,100,71
3408,Student_3408,82,55
3409,Student_3409,95,68
3410,Student_3410,77,75
3411,Student_3411,55,89
3412,Student_3412,97,70
3413,Student_3413,81,53
3414,Student_3414,72,64
3415,Student_3415,54,96
3416,Student_3416,68,95
3417,Student_3417,97,92
3418,Student_3418,65,54
